Connecting to endpoint akiivb3cx1ocl.iot.us-east-1.amazonaws.com
Line: 0 | Hops: 1 | Voltage: 121.594 | Status: Normal | Modifier: 0 | DeviceID: 23052ff0-07d2-40d2-81d0-f12a919dc3c7
Line: 14 | Hops: 4 | Voltage: 117.372 | Status: Normal | Modifier: 0 | DeviceID: 03d8db40-41c1-42d3-9172-71e054ef33fd
Line: 15 | Hops: 4 | Voltage: 119.893 | Status: Normal | Modifier: 0 | DeviceID: f8a86aa4-be8a-4b7a-8197-6c2b7520a281
Line: 16 | Hops: 4 | Voltage: 118.437 | Status: Normal | Modifier: 0 | DeviceID: de663b1e-d188-4af1-999a-54fab5ea8970
Line: 17 | Hops: 4 | Voltage: 119.724 | Status: Normal | Modifier: 0 | DeviceID: 1e888ec8-2cae-4906-a7da-77e31646e92c
Line: 18 | Hops: 4 | Voltage: 117.719 | Status: Normal | Modifier: 0 | DeviceID: f2c46dd6-bf71-4845-9a7a-6456edcfef81
Line: 19 | Hops: 4 | Voltage: 119.584 | Status: Normal | Modifier: 0 | DeviceID: 8c38a953-7e61-4acd-a332-28c38dfd898e
Line: 0 | Hops: 5 | Voltage: 119.164 | Status: Normal | Modifier: 0 | DeviceID: 5b70ac42-37ef-49ec-b6a3-d977c115775d
Line: 1 | Hops: 5 | Voltage: 115.401 | Status: Normal | Modifier: 0 | DeviceID: 0d26061c-7ef5-447f-9236-e10b2a323dbb
Line: 2 | Hops: 5 | Voltage: 116.942 | Status: Normal | Modifier: 0 | DeviceID: 5385fe97-1baa-45b9-88cc-dc448efcd640
Line: 3 | Hops: 5 | Voltage: 117.544 | Status: Normal | Modifier: 0 | DeviceID: 8018ae55-fa0c-4394-a7a8-44cc81e24886
Line: 4 | Hops: 5 | Voltage: 116.204 | Status: Normal | Modifier: 0 | DeviceID: f90114ef-fd2e-4781-8355-22d6d74b42a6
Line: 5 | Hops: 5 | Voltage: 118.037 | Status: Normal | Modifier: 0 | DeviceID: 554979f2-5c58-4218-9735-cd0dcea27b57
Line: 6 | Hops: 5 | Voltage: 117.763 | Status: Normal | Modifier: 0 | DeviceID: effc6252-0266-4c25-91ff-0833f85d176c
Line: 7 | Hops: 5 | Voltage: 120.459 | Status: Normal | Modifier: 0 | DeviceID: 7b457e1f-64bd-40b0-af98-f48bf8330b5d
Line: 8 | Hops: 5 | Voltage: 118.495 | Status: Normal | Modifier: 0 | DeviceID: c9ba5fad-d193-4bed-9dca-5a1c252de0dd
Line: 9 | Hops: 5 | Voltage: 117.707 | Status: Normal | Modifier: 0 | DeviceID: 345a814d-645f-4245-ad04-89543af35659
Line: 10 | Hops: 5 | Voltage: 121.558 | Status: Normal | Modifier: 0 | DeviceID: b27ee8fe-6941-409a-ba48-b4b045cfb524
Line: 11 | Hops: 5 | Voltage: 117.37 | Status: Normal | Modifier: 0 | DeviceID: a995613d-3816-4364-941c-437f7899ba0e
Line: 12 | Hops: 5 | Voltage: 118.527 | Status: Normal | Modifier: 0 | DeviceID: 8ff08935-39a9-4ac8-92c7-4272f7cd4fbf
Line: 13 | Hops: 5 | Voltage: 117.933 | Status: Normal | Modifier: 0 | DeviceID: 8eab353d-f90e-4833-8ecc-f1daa0502878
Line: 14 | Hops: 5 | Voltage: 115.612 | Status: Normal | Modifier: 0 | DeviceID: 4f40bacb-ce1e-43ba-ad99-750a184f2c1b
Line: 15 | Hops: 5 | Voltage: 118.784 | Status: Normal | Modifier: 0 | DeviceID: cbd810f7-c51f-4285-93f2-24ba4327c346
Line: 16 | Hops: 5 | Voltage: 117.239 | Status: Normal | Modifier: 0 | DeviceID: b00b3b32-36e0-4bc5-b9d2-4da1fc381399
Line: 17 | Hops: 5 | Voltage: 116.897 | Status: Normal | Modifier: 0 | DeviceID: bf494fa8-19f6-494f-aeaa-c24d09a58086
Line: 18 | Hops: 5 | Voltage: 115.853 | Status: Normal | Modifier: 0 | DeviceID: b4e96a91-4a42-4f67-ad77-91fda01bb72b
Line: 19 | Hops: 5 | Voltage: 118.589 | Status: Normal | Modifier: 0 | DeviceID: 7ca95be2-9ea8-4721-9aa7-0f065cc6cb13
Line: 0 | Hops: 6 | Voltage: 119.269 | Status: Normal | Modifier: 0 | DeviceID: ec5e2433-3eed-442f-bca7-fe334b6bfc4a
Line: 1 | Hops: 6 | Voltage: 114.783 | Status: Normal | Modifier: 0 | DeviceID: 213ec337-bc96-4796-8e6d-15f2dae1bc9c
Line: 2 | Hops: 6 | Voltage: 116.76 | Status: Normal | Modifier: 0 | DeviceID: 5e518ccf-09b5-4006-a2c5-e76eed052086
Line: 3 | Hops: 6 | Voltage: 116.431 | Status: Normal | Modifier: 0 | DeviceID: be85343e-ee12-4b66-b7ea-47465836cf72
Line: 4 | Hops: 6 | Voltage: 115.05 | Status: Normal | Modifier: 0 | DeviceID: a0f2ff50-997b-466e-9514-ca5afbc02c35
Line: 5 | Hops: 6 | Voltage: 117.44 | Status: Normal | Modifier: 0 | DeviceID: 5f2916a0-4284-4328-bb7d-ecc37e4acbad
Line: 6 | Hops: 6 | Voltage: 116.04 | Status: Normal | Modifier: 0 | DeviceID: 5bb6a983-eac6-4e35-8e88-364c1873ea05
Line: 7 | Hops: 6 | Voltage: 120.531 | Status: Normal | Modifier: 0 | DeviceID: 466696c6-1ede-45cf-b65f-9c2cea5d3299
Line: 8 | Hops: 6 | Voltage: 118.159 | Status: Normal | Modifier: 0 | DeviceID: d177bfb2-46b4-494e-8648-3d2113e8b10f
Line: 9 | Hops: 6 | Voltage: 116.988 | Status: Normal | Modifier: 0 | DeviceID: e673f7e0-4248-4e25-b86a-8e7b2bb9b44a
Line: 10 | Hops: 6 | Voltage: 120.963 | Status: Normal | Modifier: 0 | DeviceID: 6717db78-d37a-4532-b264-a9cc340d4899
Line: 11 | Hops: 6 | Voltage: 116.416 | Status: Normal | Modifier: 0 | DeviceID: e693ef30-84e4-4204-812e-fde502f6d057
Line: 12 | Hops: 6 | Voltage: 117.411 | Status: Normal | Modifier: 0 | DeviceID: 1142bfd2-ba78-41c6-b35a-dd8f0de1a3a0
Line: 13 | Hops: 6 | Voltage: 117.095 | Status: Normal | Modifier: 0 | DeviceID: a8d956ee-b664-492b-85c3-f182e1d9f35b
Line: 14 | Hops: 6 | Voltage: 114.626 | Status: Normal | Modifier: 0 | DeviceID: 7a1c6302-00a3-4040-a2e0-d4729750fa8b
Line: 15 | Hops: 6 | Voltage: 118.909 | Status: Normal | Modifier: 0 | DeviceID: d1ec56db-a0e3-4133-b44a-e79a04b137ff
Line: 16 | Hops: 6 | Voltage: 117.022 | Status: Normal | Modifier: 0 | DeviceID: 1b78d5f3-fdf4-4473-8c11-c0a4d5a99505
Line: 17 | Hops: 6 | Voltage: 115.309 | Status: Normal | Modifier: 0 | DeviceID: 3afc437e-e73d-4ddb-8d0f-4686c3d763fd
Line: 18 | Hops: 6 | Voltage: 114.225 | Status: Normal | Modifier: 0 | DeviceID: 7b53f731-0aac-4e2a-a51e-80cc6b8d31a6
Line: 19 | Hops: 6 | Voltage: 117.446 | Status: Normal | Modifier: 0 | DeviceID: 11d90b36-44b4-4378-95a7-2f068df57b9b
Line: 0 | Hops: 7 | Voltage: 119.293 | Status: Normal | Modifier: 0 | DeviceID: 47550a70-17de-4355-95cf-00716b9fa0ba
Line: 1 | Hops: 7 | Voltage: 113.65 | Status: Normal | Modifier: 0 | DeviceID: 0c73c3e1-e17e-47e4-926e-59f965256f4f
Line: 2 | Hops: 7 | Voltage: 115.642 | Status: Normal | Modifier: 0 | DeviceID: 18da6694-4100-4e09-9422-86b334d61c20
Line: 3 | Hops: 7 | Voltage: 115.638 | Status: Normal | Modifier: 0 | DeviceID: 2626d493-fbe1-465f-8fad-49812915e283
Line: 4 | Hops: 7 | Voltage: 114.252 | Status: Normal | Modifier: 0 | DeviceID: cff91a1d-e993-4a98-9094-c35a04314183
Line: 5 | Hops: 7 | Voltage: 116.78 | Status: Normal | Modifier: 0 | DeviceID: 082b6b67-8f5d-439c-8f87-f02ab720a97b
Line: 6 | Hops: 7 | Voltage: 114.029 | Status: Normal | Modifier: 0 | DeviceID: 9b843d05-1100-4cd6-8563-e0dbdc8e76ca
Line: 7 | Hops: 7 | Voltage: 119.731 | Status: Normal | Modifier: 0 | DeviceID: dc415699-461f-4a2f-bd9b-7d61c5d75e89
Line: 8 | Hops: 7 | Voltage: 117.703 | Status: Normal | Modifier: 0 | DeviceID: 75e27c6e-3472-4a61-8950-5122ff8ff527
Line: 9 | Hops: 7 | Voltage: 115.966 | Status: Normal | Modifier: 0 | DeviceID: c9fec1f8-febc-4e91-8db3-40445d5dc322
Line: 10 | Hops: 7 | Voltage: 120.224 | Status: Normal | Modifier: 0 | DeviceID: 2080b33f-320f-4ac6-8b10-1f9fab96dc97
Line: 11 | Hops: 7 | Voltage: 115.877 | Status: Normal | Modifier: 0 | DeviceID: 2176d053-df72-4055-8860-c5091e9c60fa
Line: 12 | Hops: 7 | Voltage: 116.529 | Status: Normal | Modifier: 0 | DeviceID: 4289c865-0373-4bf6-8682-000373374302
Line: 13 | Hops: 7 | Voltage: 116.352 | Status: Normal | Modifier: 0 | DeviceID: 30c161d2-94e6-4250-a3cc-02d2aec6ce7c
Line: 14 | Hops: 7 | Voltage: 113.267 | Status: Normal | Modifier: 0 | DeviceID: e4769746-7e08-4565-983c-88eeec43261b
Line: 15 | Hops: 7 | Voltage: 117.566 | Status: Normal | Modifier: 0 | DeviceID: 8661c86e-ae55-4801-a897-3967addabc66
Line: 16 | Hops: 7 | Voltage: 115.62 | Status: Normal | Modifier: 0 | DeviceID: 64262872-c021-4294-a3bb-69b1453a6f71
Line: 17 | Hops: 7 | Voltage: 113.33 | Status: Normal | Modifier: 0 | DeviceID: 7df635c8-a5ab-4620-ba10-dcf85a279ca1
Line: 18 | Hops: 7 | Voltage: 113.455 | Status: Normal | Modifier: 0 | DeviceID: 2bacd692-40f4-4cb7-9109-580ba6f8dc01
Line: 19 | Hops: 7 | Voltage: 116.459 | Status: Normal | Modifier: 0 | DeviceID: 434af7fd-26af-4b77-b49c-1afca2eefd30
Line: 0 | Hops: 8 | Voltage: 117.999 | Status: Normal | Modifier: 0 | DeviceID: a91f4566-dc67-42ff-83b0-2833b0582690
Line: 1 | Hops: 8 | Voltage: 112.559 | Status: Normal | Modifier: 0 | DeviceID: 4c8bd62d-2857-4bab-a86e-f18fcb108da3
Line: 2 | Hops: 8 | Voltage: 114.389 | Status: Normal | Modifier: 0 | DeviceID: f5b321e2-af1b-4900-b240-1cae6e0fb982
Line: 3 | Hops: 8 | Voltage: 114.38 | Status: Normal | Modifier: 0 | DeviceID: d4248b74-e90c-4f01-9f0c-0186007983d2
Line: 4 | Hops: 8 | Voltage: 112.777 | Status: Normal | Modifier: 0 | DeviceID: f70ed481-f6d5-400e-93fe-505bf5010460
Line: 5 | Hops: 8 | Voltage: 115.822 | Status: Normal | Modifier: 0 | DeviceID: ff4fb338-64cc-430e-b85b-3c2e90eae06d
Line: 6 | Hops: 8 | Voltage: 113.303 | Status: Normal | Modifier: 0 | DeviceID: 60bfbd13-6810-4b8c-871e-9eba706d0cf0
Line: 7 | Hops: 8 | Voltage: 119.217 | Status: Normal | Modifier: 0 | DeviceID: 0f4f97c6-352c-449c-96ea-6b2bf7f898df
Line: 8 | Hops: 8 | Voltage: 116.446 | Status: Normal | Modifier: 0 | DeviceID: e382b145-c157-49d5-9414-58991f60bf83
Line: 9 | Hops: 8 | Voltage: 114.085 | Status: Normal | Modifier: 0 | DeviceID: 150e17f1-8b50-4464-a174-7e632a254995
Line: 10 | Hops: 8 | Voltage: 119.353 | Status: Normal | Modifier: 0 | DeviceID: 2bd98e0f-eb6c-45fc-be0e-2ff68719670d
Line: 11 | Hops: 8 | Voltage: 114.654 | Status: Normal | Modifier: 0 | DeviceID: 406e44b1-ca4e-488e-83e1-b7f44a85ea29
Line: 12 | Hops: 8 | Voltage: 115.483 | Status: Normal | Modifier: 0 | DeviceID: 02ded34e-7817-49e0-8e9f-31c1459d2eb7
Line: 13 | Hops: 8 | Voltage: 114.657 | Status: Normal | Modifier: 0 | DeviceID: 85b5270f-4285-4ef0-984b-79eaac53ae04
Line: 14 | Hops: 8 | Voltage: 112.356 | Status: Normal | Modifier: 0 | DeviceID: 3d4a3588-ea74-4511-b472-91474ca2720c
Line: 15 | Hops: 8 | Voltage: 116.754 | Status: Normal | Modifier: 0 | DeviceID: b9e02b4a-d8c5-46fa-b836-37ca47f72da9
Line: 16 | Hops: 8 | Voltage: 114.681 | Status: Normal | Modifier: 0 | DeviceID: a20888c3-d5c1-403b-b8bf-899a5004fd3f
Line: 17 | Hops: 8 | Voltage: 111.688 | Status: Normal | Modifier: 0 | DeviceID: c8e93444-f586-4204-950d-2952a22425b5
Line: 18 | Hops: 8 | Voltage: 112.342 | Status: Normal | Modifier: 0 | DeviceID: cc3b2ce5-393c-467c-ab3b-159e173ca39f
Line: 19 | Hops: 8 | Voltage: 116.219 | Status: Normal | Modifier: 0 | DeviceID: 5e17a0e1-c8eb-41a3-a749-3d062f29f7ff
Line: 0 | Hops: 9 | Voltage: 116.78 | Status: Normal | Modifier: 0 | DeviceID: f0596782-de9b-4999-a104-4ebd2b6d1d11
Line: 1 | Hops: 9 | Voltage: 111.086 | Status: Normal | Modifier: 0 | DeviceID: db2cd338-4441-49c1-80bb-44f4d2078da7
Line: 2 | Hops: 9 | Voltage: 113.485 | Status: Normal | Modifier: 0 | DeviceID: 699137fe-b038-45c3-88ec-6081eea12c05
Line: 3 | Hops: 9 | Voltage: 113.149 | Status: Normal | Modifier: 0 | DeviceID: 4c91e65e-852e-4207-bd0b-73d469aceb20
Line: 4 | Hops: 9 | Voltage: 111.304 | Status: Normal | Modifier: 0 | DeviceID: 8eb59477-5c63-4dc4-b845-df42cf93cd8d
Line: 5 | Hops: 9 | Voltage: 114.727 | Status: Normal | Modifier: 0 | DeviceID: 074da6df-cd86-46a9-8100-06fe52d97bb7
Line: 6 | Hops: 9 | Voltage: 109.967 | Status: Normal | Modifier: 0 | DeviceID: 74f61c18-a1ba-4428-b574-535fcb1b7ae8
Line: 7 | Hops: 9 | Voltage: 118.514 | Status: Normal | Modifier: 0 | DeviceID: 87821b91-0091-4091-ac34-e8f2ab7bf126
Line: 8 | Hops: 9 | Voltage: 115.661 | Status: Normal | Modifier: 0 | DeviceID: b07ebd2b-c0de-4ab3-8073-dd766f60d645
Line: 9 | Hops: 9 | Voltage: 114.111 | Status: Normal | Modifier: 0 | DeviceID: 2b57f80c-e1c8-4f01-b1ce-efc9f6ad95a4
Line: 10 | Hops: 9 | Voltage: 118.508 | Status: Normal | Modifier: 0 | DeviceID: 43d941cf-12f2-4ff0-9db6-36d0012ea6db
Line: 11 | Hops: 9 | Voltage: 113.663 | Status: Normal | Modifier: 0 | DeviceID: 320a6402-b2f5-4819-87b7-63388784b7d9
Line: 12 | Hops: 9 | Voltage: 114.348 | Status: Normal | Modifier: 0 | DeviceID: dfba4c7d-4078-464e-8d86-bfec3f949bed
Line: 13 | Hops: 9 | Voltage: 114.279 | Status: Normal | Modifier: 0 | DeviceID: a62dd9ab-3146-4159-84c8-af768bf7ac9a
Line: 14 | Hops: 9 | Voltage: 110.652 | Status: Normal | Modifier: 0 | DeviceID: 3de81f2a-aea5-437b-a514-d03e0ed24c5f
Line: 15 | Hops: 9 | Voltage: 115.631 | Status: Normal | Modifier: 0 | DeviceID: 3d1ea751-e0f5-40db-a3e5-826896cf3b05
Line: 16 | Hops: 9 | Voltage: 113.159 | Status: Normal | Modifier: 0 | DeviceID: 53f04f54-0de5-43ac-8b22-6d00aa856eb2
Line: 17 | Hops: 9 | Voltage: 110.778 | Status: Normal | Modifier: 0 | DeviceID: 6477e484-997a-451d-9865-2a50584cfa09
Line: 18 | Hops: 9 | Voltage: 110.752 | Status: Normal | Modifier: 0 | DeviceID: 7f97f61b-07d5-4411-8038-721aeb6bff19
Line: 19 | Hops: 9 | Voltage: 115.416 | Status: Normal | Modifier: 0 | DeviceID: f7917ba4-9b36-4729-b491-2de6187f4411
Line: 0 | Hops: 10 | Voltage: 115.546 | Status: Normal | Modifier: 0 | DeviceID: 86863393-69ef-48d6-ac85-3ea3b8806ccc
Line: 1 | Hops: 10 | Voltage: 109.904 | Status: Normal | Modifier: 0 | DeviceID: 28d81f39-5ad8-4b6d-a376-6844fad76e54
Line: 2 | Hops: 10 | Voltage: 112.416 | Status: Normal | Modifier: 0 | DeviceID: 21acac4e-fe1e-4ebc-b21e-6ba8cd620c1f
